GeneSymbol	Geneid	Chromosome	logFC_RNA	Fold FC	logCPM	PValue	FDR_RNA	K1ControlOE_1	K1ControlOE_2	K1ControlOE_3	Foxk1OE_1	Foxk1OE_2	Foxk1OE_3
Crtap	ENSMUSG00000032431.6	chr9	-0.654916854	0.635	6.566382214	1.97E-19	1.06E-17	67.34100557	60.37971121	67.70848605	40.30754016	43.9844151	40.79270203
Rgag4	ENSMUSG00000049191.12	chrX	-1.780388581	0.291	1.420675446	2.11E-19	1.14E-17	1.007923476	0.77575898	0.749747551	0.191181086	0.220797951	0.329341974
Tmem179	ENSMUSG00000054013.5	chr12	-0.725081404	0.605	5.235309876	2.12E-19	1.14E-17	18.85156697	20.30643833	19.93671782	11.59737137	12.19281618	12.22416647
3110062M04Rik	ENSMUSG00000046806.13	chr6	-0.65183018	0.636	6.632974939	2.18E-19	1.17E-17	28.60174696	27.75286441	28.54160847	17.77206442	18.60907123	18.07108436
Eid1	ENSMUSG00000091337.3	chr2	-0.652186443	0.636	6.621089249	2.25E-19	1.21E-17	74.00357742	68.73230014	69.84905261	47.49433758	44.581563	44.26122412
Dzip1	ENSMUSG00000042156.15	chr14	-1.488961532	0.356	1.942300607	2.33E-19	1.25E-17	1.078971033	0.997502956	1.426255969	0.485308568	0.432626485	0.341539567
Clmn	ENSMUSG00000021097.14	chr12	-1.273199128	0.414	2.414903408	2.36E-19	1.26E-17	0.632947631	0.622344608	0.610176115	0.214848152	0.234346329	0.327703799
Cd24a	ENSMUSG00000047139.8	chr10	-1.574009759	0.336	1.764565279	2.38E-19	1.27E-17	3.058572418	2.323646588	2.821057014	0.945031659	0.911150383	0.922520838
Gtpbp2	ENSMUSG00000023952.13	chr17	0.642124626	1.561	6.961036341	2.41E-19	1.29E-17	16.63396726	19.11311146	18.98081474	27.35130711	29.20446073	29.51755841
Hpd	ENSMUSG00000029445.13	chr5	1.053437844	2.075	3.151416191	2.54E-19	1.36E-17	2.706047181	2.277994555	2.954260707	5.40954851	5.622121197	5.624551132
Lrp1	ENSMUSG00000040249.15	chr10	-0.611391119	0.655	8.98976911	2.62E-19	1.40E-17	34.53089961	32.32848475	36.78588638	22.2242761	22.9594013	23.19353067
Hist1h4n	ENSMUSG00000069305.3	chr13	-1.490823571	0.356	1.919794359	2.62E-19	1.40E-17	14.13577514	12.88391339	11.15096592	6.599356616	3.725250219	3.403404638
Phactr1	ENSMUSG00000054728.16	chr13	-1.309574996	0.403	2.325146613	2.79E-19	1.48E-17	0.826610512	0.690516853	0.676284896	0.311970575	0.286462672	0.293662974
Chst2	ENSMUSG00000033350.7	chr9	-1.940413556	0.261	1.197978111	3.03E-19	1.61E-17	0.52387813	0.346507178	0.559813928	0.197275198	0.061479592	0.121251598
Itga8	ENSMUSG00000026768.10	chr2	-2.731120895	0.151	0.433745335	3.12E-19	1.66E-17	0.369065791	0.203642655	0.318157008	0.050867759	0.040763884	0.042562354
Fkbp9	ENSMUSG00000029781.7	chr6	-0.612131262	0.654	8.687275098	3.21E-19	1.70E-17	149.966148	147.2855687	152.1460431	100.2497885	99.9046293	96.1427333
Rabggtb	ENSMUSG00000038975.14	chr3	0.660136989	1.58	6.344214363	3.21E-19	1.70E-17	24.62239231	27.00723601	25.9232194	39.76390992	41.53929041	42.18458495
Stom	ENSMUSG00000026880.11	chr2	-0.627656714	0.647	7.464874097	3.32E-19	1.76E-17	78.328418	74.34626447	74.06366113	50.3411754	48.87167227	48.67983092
Slc9a3r1	ENSMUSG00000020733.3	chr11	0.746726011	1.678	4.945157611	3.70E-19	1.95E-17	12.13183819	11.45190267	11.90079999	19.99826596	19.97121156	20.06493306
Tiam1	ENSMUSG00000002489.15	chr16	-1.262999078	0.417	2.430967727	4.05E-19	2.13E-17	0.763930942	0.698729033	0.806328884	0.253906936	0.333349943	0.363877854
Zfp651	ENSMUSG00000013419.6	chr9	-0.728191048	0.604	5.128867551	4.05E-19	2.13E-17	6.873663682	6.195131633	7.43007677	3.961076099	4.341568621	4.171124132
Tpst1	ENSMUSG00000034118.15	chr5	-0.847891441	0.556	4.117801722	4.55E-19	2.39E-17	8.373534785	6.724807639	8.729836708	4.626608077	4.75632241	3.972934062
Grem1	ENSMUSG00000074934.3	chr2	-1.164021545	0.446	2.721100702	4.77E-19	2.51E-17	2.545128271	1.850367162	2.106413041	0.968092151	0.98957572	0.970232879
Cacnb3	ENSMUSG00000003352.13	chr15	-0.914234055	0.531	3.721124191	4.85E-19	2.55E-17	5.451541488	4.957071913	6.027795999	2.745741021	3.112583867	2.931618578
Tdrp	ENSMUSG00000050052.12	chr8	-0.856647082	0.552	4.033026968	5.26E-19	2.76E-17	4.508563001	4.252903431	4.629808213	2.257999165	2.846751715	2.337801908
Slc22a12	ENSMUSG00000061742.11	chr19	1.282016468	2.432	2.408298416	5.89E-19	3.08E-17	1.303357045	1.205480971	1.468072846	3.307702683	3.626427609	2.83400964
Psrc1	ENSMUSG00000068744.12	chr3	1.998443574	3.996	1.14114205	6.16E-19	3.22E-17	0.237748894	0.171549332	0.316746951	1.1300471	1.116038566	0.714703411
Seh1l	ENSMUSG00000079614.3	chr18	0.648874243	1.568	6.482957897	6.71E-19	3.50E-17	19.25919308	21.10751572	18.7287175	31.6744186	30.51035289	31.17263932
Socs3	ENSMUSG00000053113.3	chr11	-1.150783247	0.45	2.723600979	6.92E-19	3.61E-17	3.227551565	2.994250886	3.114419052	1.203814162	1.454471181	1.572878484
Armcx3	ENSMUSG00000049047.11	chrX	-0.691357727	0.619	5.576365797	7.34E-19	3.83E-17	17.50193629	16.83999967	15.39610294	9.710150237	7.706677161	13.65722553
Cyc1	ENSMUSG00000022551.7	chr15	0.603589772	1.519	8.851211018	8.46E-19	4.41E-17	298.4800762	307.7823755	310.8261705	460.8464147	484.1460296	459.4117797
Ecm2	ENSMUSG00000043631.7	chr13	-1.324038776	0.399	2.256846904	8.54E-19	4.44E-17	2.149965801	1.652960825	1.792685566	0.878469145	0.584660204	0.799405288
Lrrn4cl	ENSMUSG00000071656.6	chr19	-1.210288487	0.432	2.550388743	9.51E-19	4.94E-17	3.220204294	3.038501965	3.114518935	1.202258263	1.259687665	1.618786565
Myo1d	ENSMUSG00000035441.14	chr11	0.840727869	1.791	4.143121866	9.83E-19	5.11E-17	1.863902292	2.106631108	1.829459837	3.287881533	3.283002803	3.888665237
Pxmp4	ENSMUSG00000000876.11	chr2	-0.617445649	0.652	7.552269281	9.96E-19	5.16E-17	73.07840082	72.4793395	72.52424942	48.48692959	47.34134769	47.43266868
Notch1	ENSMUSG00000026923.15	chr2	0.709391917	1.635	5.279873865	1.02E-18	5.27E-17	2.068027812	1.990951022	2.100077687	3.254200862	3.489150184	3.408050737
St3gal2	ENSMUSG00000031749.12	chr8	-0.665981211	0.63	5.957068448	1.08E-18	5.58E-17	15.14640458	14.76787583	15.25063996	9.527301937	9.97983338	9.175940395
Zfp354c	ENSMUSG00000044807.13	chr11	-1.365061299	0.388	2.141710355	1.12E-18	5.80E-17	1.467324765	0.990007641	0.88540848	0.420987455	0.411485041	0.476339373
Zfp36l2	ENSMUSG00000045817.8	chr17	-0.630968033	0.646	6.876593294	1.17E-18	6.06E-17	40.20838024	37.60089219	43.0440622	25.23903814	28.21969381	25.18567639
Ces1f	ENSMUSG00000031725.8	chr8	-0.669695783	0.629	5.874898721	1.18E-18	6.10E-17	22.65861065	20.95801221	21.91080883	15.0276036	14.06501674	12.42623809
Pdk3	ENSMUSG00000035232.8	chrX	-0.849371849	0.555	4.037593407	1.19E-18	6.13E-17	8.723437966	7.571374328	8.279649038	4.076798216	4.847480029	4.816443111
Fam129a	ENSMUSG00000026483.13	chr1	0.658827178	1.579	6.09378937	1.33E-18	6.84E-17	7.080320979	7.358313397	6.951977531	11.54271576	10.96122066	11.52980731
Ets1	ENSMUSG00000032035.15	chr9	-0.777340603	0.583	4.51497982	1.35E-18	6.93E-17	3.478703513	3.104694797	3.576512546	1.964552433	1.984368185	2.028751998
Lrp5	ENSMUSG00000024913.16	chr19	-0.617927641	0.652	7.381535752	1.40E-18	7.16E-17	20.59834148	19.20676754	22.14670741	13.0858329	13.93071627	13.67046179
Sgk3	ENSMUSG00000025915.14	chr1	-1.281544883	0.411	2.330659192	1.40E-18	7.17E-17	0.495524226	0.516160786	0.461625869	0.213254919	0.223863824	0.171653193
Tomm40	ENSMUSG00000002984.17	chr7	0.623636286	1.541	7.074066827	1.65E-18	8.45E-17	22.68397332	22.91488548	24.51938639	34.9986156	37.20245936	36.68967375
Kirrel	ENSMUSG00000041734.15	chr3	-0.633543587	0.645	6.676058352	1.79E-18	9.15E-17	17.00382975	15.6509998	17.12597244	10.65386515	10.8191926	10.86931777
Zfp422	ENSMUSG00000059878.12	chr6	-0.829870371	0.563	4.123977446	1.80E-18	9.21E-17	5.898201351	6.511189219	5.967005761	3.382374215	3.548943118	3.474825838
Zfhx3	ENSMUSG00000038872.9	chr8	-0.963834451	0.513	3.39701405	1.83E-18	9.33E-17	0.789059109	0.775193245	0.794497771	0.420558318	0.336208656	0.464089311
Per2	ENSMUSG00000055866.9	chr1	0.809756512	1.753	4.293618353	2.09E-18	1.07E-16	2.212526281	2.463678082	2.529194114	4.315539678	4.051829852	4.364472904
Pygl	ENSMUSG00000021069.16	chr12	-1.086688905	0.471	2.881878284	2.19E-18	1.11E-16	2.632528658	2.608069698	2.533015769	1.104967096	1.516910601	1.051339076
Slc25a37	ENSMUSG00000034248.7	chr14	0.758351059	1.692	4.66366055	2.22E-18	1.13E-16	3.090580302	3.210858738	2.981945544	5.504478823	5.171251783	5.147662636
S100a4	ENSMUSG00000001020.8	chr3	-1.504629596	0.352	1.798894049	2.27E-18	1.15E-16	9.495191427	8.695906156	7.663106714	3.575575422	3.000054355	2.59542905
Lrch2	ENSMUSG00000031290.14	chrX	-1.625432147	0.324	1.584363395	2.32E-18	1.18E-16	0.689328599	0.701139757	0.672184394	0.24185616	0.187132897	0.244236314
Kctd10	ENSMUSG00000001098.15	chr5	-0.628373365	0.647	6.769277107	2.41E-18	1.22E-16	34.58682295	30.47628467	32.92373992	21.40882622	21.16839542	21.31295935
Nhs	ENSMUSG00000059493.13	chrX	-1.414910578	0.375	1.972797639	2.41E-18	1.22E-16	0.629777603	0.655413917	0.623227056	0.231072583	0.210351828	0.278992487
Ttc23	ENSMUSG00000030555.16	chr7	0.765828306	1.7	4.584748951	2.48E-18	1.26E-16	1.906502598	2.172437259	2.143899159	3.803664603	3.284431874	3.577367395
Apbb1ip	ENSMUSG00000026786.14	chr2	-0.97955866	0.507	3.302422433	2.62E-18	1.32E-16	2.028055142	1.548978943	1.667146779	0.960490874	0.837226622	0.888263822
Endod1	ENSMUSG00000037419.8	chr9	-0.766040099	0.588	4.554999703	2.65E-18	1.34E-16	6.799086479	6.493898274	6.471884245	4.060563986	3.762752738	3.893684165
Mrvi1	ENSMUSG00000005611.15	chr7	-2.338949311	0.198	0.637163872	2.67E-18	1.34E-16	0.452982395	0.278951728	0.343369098	0.039213381	0.065991277	0.107182071
Sema3f	ENSMUSG00000034684.12	chr9	-0.748165827	0.595	4.714561383	2.82E-18	1.42E-16	6.248097649	5.574372925	7.063255878	3.647075287	3.958795165	3.73117143
Rnasel	ENSMUSG00000066800.11	chr1	-2.140269548	0.227	0.858547955	2.82E-18	1.42E-16	0.529899717	0.330213737	0.409143005	0.104810322	0.113065916	0.070832577
Cd276	ENSMUSG00000035914.10	chr9	-1.049423541	0.483	3.012637115	2.94E-18	1.47E-16	3.816596857	2.730553377	3.231837255	1.380365709	1.518290865	1.87062645
Gstm7	ENSMUSG00000004035.12	chr3	1.139118923	2.202	2.751311061	3.15E-18	1.58E-16	2.497774135	2.919703203	2.262851297	5.317407892	6.284614624	5.386623517
Slc5a6	ENSMUSG00000006641.12	chr5	-0.625974476	0.648	6.7627009	3.26E-18	1.63E-16	33.02554332	32.83828182	32.79909519	21.69314282	21.23484799	21.50381106
Net1	ENSMUSG00000021215.14	chr13	-0.616722151	0.652	7.111797664	3.35E-18	1.68E-16	46.50789438	44.74239975	42.74702842	29.95424032	28.27327988	29.84261646
Aox3	ENSMUSG00000064294.12	chr1	1.340511788	2.532	2.176759461	3.36E-18	1.68E-16	0.318413817	0.361041461	0.371187974	0.72323123	1.039168957	0.914089046
Mtmr14	ENSMUSG00000030269.14	chr6	-0.694704399	0.618	5.279921131	4.15E-18	2.07E-16	16.30083186	15.91514404	15.50806138	9.582690967	10.74099871	9.371816995
Epas1	ENSMUSG00000024140.9	chr17	-0.733435985	0.601	4.811943216	4.56E-18	2.27E-16	6.779134961	6.57639164	6.372347258	3.973540829	4.111002019	3.869045487
Rpl13a	ENSMUSG00000074129.13	chr7	0.717492314	1.644	5.000475127	4.72E-18	2.35E-16	10.89587209	10.83753575	12.27333004	19.55268937	18.28042311	18.56773651
Gm5460	ENSMUSG00000072624.2	chr14	-1.432156975	0.371	1.901778255	5.26E-18	2.62E-16	2.997976484	2.668633313	2.74363113	1.209828611	1.183716365	0.741564594
Gsta4	ENSMUSG00000032348.5	chr9	-0.662324809	0.632	5.745362891	5.90E-18	2.93E-16	69.03075147	65.7896888	70.36773476	41.40129878	43.99040742	45.27584905
A630033H20Rik	ENSMUSG00000054293.10	chrX	-1.289745588	0.409	2.232167351	6.01E-18	2.98E-16	1.815774869	1.732108607	2.12184806	0.803515554	0.765678684	0.769291524
Cachd1	ENSMUSG00000028532.14	chr4	-0.936856184	0.522	3.43585765	6.21E-18	3.08E-16	2.116823471	2.252767595	2.654991885	1.129539475	1.222347728	1.345733977
Olr1	ENSMUSG00000030162.14	chr6	-2.001585358	0.25	0.988104265	6.24E-18	3.09E-16	0.865764504	0.937047406	0.760671527	0.179872172	0.16816814	0.292645975
Ceacam2	ENSMUSG00000054385.14	chr7	2.607128701	6.093	0.466840067	6.27E-18	3.10E-16	0.042227417	0.106643181	0.126581714	0.353365562	0.75324943	0.593311131
Clvs1	ENSMUSG00000041216.15	chr4	-1.032839519	0.489	3.033543773	6.62E-18	3.27E-16	1.550385066	1.319546762	1.443530481	0.580285473	0.734396449	0.808245947
Serpinb6a	ENSMUSG00000060147.15	chr13	-0.611141838	0.655	7.108465213	6.66E-18	3.29E-16	31.29752397	30.28959248	30.55366035	19.92603904	20.03617635	20.83319053
Prickle2	ENSMUSG00000030020.13	chr6	-1.600231991	0.33	1.54877918	7.13E-18	3.52E-16	0.518921186	0.441293813	0.524682095	0.167493065	0.197193106	0.127169273
Fmnl2	ENSMUSG00000036053.16	chr2	-0.720240685	0.607	4.908663264	7.37E-18	3.63E-16	6.637275493	5.806312217	6.049168482	3.709685904	3.733817739	3.872560473
Ccna2	ENSMUSG00000027715.9	chr3	0.972490852	1.962	3.299469365	7.81E-18	3.85E-16	1.72376391	1.597144031	1.461426834	3.225892647	3.150849572	3.085046207
Dnajb12	ENSMUSG00000020109.13	chr10	0.633379566	1.551	6.336664149	8.34E-18	4.10E-16	17.06086248	20.28129634	18.73940399	28.76548808	28.61733569	30.26775911
Erbb2	ENSMUSG00000062312.5	chr11	-0.900310986	0.536	3.612826854	8.57E-18	4.21E-16	3.008796669	2.902074702	3.190474701	1.849817847	1.575723641	1.494763745
Cpne2	ENSMUSG00000034361.9	chr8	-0.77489289	0.584	4.41908533	8.68E-18	4.26E-16	7.969529265	8.517429715	8.712878622	5.022696989	4.946323872	4.870368425
Apbb2	ENSMUSG00000029207.16	chr5	-0.700965753	0.615	5.120976987	8.73E-18	4.28E-16	3.982161716	3.799565847	3.949851232	2.382680244	2.12265121	2.773950798
Ptgs1	ENSMUSG00000047250.13	chr2	-0.749947646	0.595	4.595063774	8.86E-18	4.34E-16	8.579935611	6.686183813	7.997012374	4.673203146	4.626889775	4.656084872
Nrxn2	ENSMUSG00000033768.16	chr19	1.334636567	2.522	2.151366607	8.95E-18	4.38E-16	0.181436442	0.175484087	0.169720593	0.364389175	0.485648615	0.488154336
Gm9747	ENSMUSG00000022591.5	chr1	-0.694374113	0.618	5.191875572	9.49E-18	4.64E-16	17.00469053	15.33731274	15.46198782	10.43517805	9.915822058	9.427244774
Abca3	ENSMUSG00000024130.15	chr17	-0.814089116	0.569	4.099145392	9.73E-18	4.75E-16	2.503218111	2.54531861	2.361937762	1.278141353	1.542086109	1.419996649
Kdsr	ENSMUSG00000009905.5	chr1	-0.732564155	0.602	4.745284438	1.05E-17	5.09E-16	4.070763773	3.924253621	4.270255881	2.569645564	2.34099877	2.534097905
Cenpm	ENSMUSG00000068101.10	chr15	1.945023322	3.85	1.100403421	1.05E-17	5.10E-16	0.577143192	0.576611444	0.887207946	2.897774141	2.667539707	2.437075761
Fam105a	ENSMUSG00000056069.8	chr15	-1.908548515	0.266	1.094133146	1.06E-17	5.14E-16	1.224644831	1.060380976	1.148369988	0.510824257	0.123818498	0.295500049
Tex19.1	ENSMUSG00000039329.8	chr11	1.560389924	2.949	1.688806258	1.08E-17	5.26E-16	0.911438493	0.924826849	0.654576525	2.545530738	2.6205603	2.233614155
Irs1	ENSMUSG00000055980.2	chr1	-0.621701949	0.65	6.575468811	1.09E-17	5.30E-16	13.87790698	11.76399171	12.13061843	8.291273082	8.49629192	7.950874953
Rbp1	ENSMUSG00000046402.10	chr9	-2.448292124	0.183	0.517612057	1.11E-17	5.38E-16	1.005263044	0.913946533	0.662947069	0.18170345	0.094377922	0.197083602
Rai14	ENSMUSG00000022246.13	chr15	-0.750032627	0.595	4.566403847	1.26E-17	6.10E-16	5.940911889	5.565802991	6.191517417	3.848862214	3.048663178	3.72587179
Tpt1	ENSMUSG00000060126.14	chr14	0.575441163	1.49	10.46539609	1.28E-17	6.19E-16	479.0434556	491.4495682	455.1364088	728.7554307	702.6846161	709.4638025
Ugcg	ENSMUSG00000028381.8	chr4	-0.815194847	0.568	4.094703275	1.29E-17	6.24E-16	4.43985263	3.908546811	4.109226503	2.496295822	2.112964497	2.537114835
Tubb2a	ENSMUSG00000058672.6	chr13	-0.778933812	0.583	4.345616753	1.32E-17	6.39E-16	15.92169118	15.7024389	16.74991471	9.768701719	9.701907383	8.942071213
Il6ra	ENSMUSG00000027947.11	chr3	-0.667650543	0.63	5.516991358	1.42E-17	6.87E-16	6.854614408	6.223671617	6.343654875	3.77928598	4.228462898	4.312203805
Fzd7	ENSMUSG00000041075.8	chr1	-0.787275347	0.579	4.263788818	1.50E-17	7.22E-16	5.341327216	5.309959065	5.360599678	2.906292956	3.501412575	2.929326807
Prkg1	ENSMUSG00000052920.14	chr19	-2.121905327	0.23	0.807982647	1.51E-17	7.28E-16	0.410199912	0.236786031	0.389380654	0.082382793	0.064185216	0.093823823
Epb41l1	ENSMUSG00000027624.17	chr2	-0.593524758	0.663	7.67645206	1.53E-17	7.37E-16	21.25735791	20.37442967	22.14630497	14.29116758	14.69869003	13.60617455
Pxdn	ENSMUSG00000020674.16	chr12	-0.601072565	0.659	7.256452855	1.57E-17	7.52E-16	20.29791817	17.59108709	19.96831755	13.44034027	12.69729245	12.30738532
Mid1	ENSMUSG00000035299.16	chrX	-1.357005596	0.39	2.032669194	1.72E-17	8.22E-16	0.785505362	0.712777265	1.070293604	0.342604739	0.320311926	0.349999361
Aldh1a1	ENSMUSG00000053279.6	chr19	-0.879993096	0.543	3.660714071	1.74E-17	8.31E-16	7.791400662	7.617726232	8.356133251	3.938058663	4.510832546	4.557095104
Rin2	ENSMUSG00000001768.15	chr2	-0.61657866	0.652	6.588155227	1.92E-17	9.17E-16	22.5068248	20.88604701	21.05811641	14.57800822	13.95394795	13.83384521
Myo1h	ENSMUSG00000066952.11	chr5	-0.64010353	0.642	5.973319806	2.08E-17	9.90E-16	13.70986797	11.85925426	12.99785836	8.62705621	7.94746497	8.377466283
Tle4	ENSMUSG00000024642.16	chr19	-1.489882893	0.356	1.719285523	2.09E-17	9.97E-16	1.09166367	1.044735434	0.930048235	0.461568534	0.312862811	0.32666607
Hspa9	ENSMUSG00000024359.8	chr18	0.570315013	1.485	10.71561439	2.30E-17	1.09E-15	339.4960036	362.2675661	326.760988	509.1387352	515.7175839	514.2913633
Il31ra	ENSMUSG00000050377.7	chr13	-4.443036167	0.046	-0.421860818	2.31E-17	1.10E-15	0.392801392	0.37790469	0.261659773	0	0.013658404	0.028522003
Foxred2	ENSMUSG00000016552.13	chr15	0.74032508	1.671	4.621265241	2.33E-17	1.11E-15	2.702317681	3.400946016	3.112824127	4.985468647	5.360653255	5.14833207
Hsd17b7	ENSMUSG00000026675.12	chr1	0.65344111	1.573	5.718654457	2.42E-17	1.15E-15	7.803567092	9.384528249	6.722234155	13.23862476	12.61258857	12.00164997
Mtdh	ENSMUSG00000022255.15	chr15	0.586697598	1.502	7.884801278	2.52E-17	1.19E-15	15.66161926	15.81564011	15.16469497	23.76986367	23.30331337	23.51909285
Pcdh1	ENSMUSG00000051375.15	chr18	-0.741286951	0.598	4.570418365	2.54E-17	1.20E-15	3.327522379	3.286609855	3.470231635	2.130235588	2.025766254	1.925016378
Plin4	ENSMUSG00000002831.13	chr17	-0.572538758	0.672	9.558290734	2.67E-17	1.26E-15	162.0248764	147.8242468	156.5473967	105.7307538	104.2753283	106.0530981
Armcx1	ENSMUSG00000033460.14	chrX	-0.738842068	0.599	4.584659303	2.84E-17	1.34E-15	9.467577941	9.084682759	9.195908985	5.624642398	5.165581218	5.976561754
Reep6	ENSMUSG00000035504.16	chr10	0.662792721	1.583	5.523696302	2.84E-17	1.34E-15	12.61702197	14.87635284	14.81801895	22.4765089	22.6319914	22.37910252
Calr	ENSMUSG00000003814.8	chr8	-0.572360851	0.673	9.46742446	2.88E-17	1.36E-15	302.123347	286.7225267	289.5448108	209.1296509	189.2124758	196.9796403
Cth	ENSMUSG00000028179.12	chr3	0.638547529	1.557	5.966204091	2.88E-17	1.36E-15	16.60134108	18.96070662	16.66452126	26.47362625	26.79567411	28.63331687
Ppp2r5a	ENSMUSG00000026626.11	chr1	0.581845118	1.497	8.183650191	2.93E-17	1.38E-15	23.46553285	24.70676805	24.22329808	35.69091779	38.45408636	35.05293207
Zmat1	ENSMUSG00000052676.16	chrX	-0.824982364	0.564	3.96040442	2.95E-17	1.38E-15	3.995722009	3.618198487	3.389715293	1.926755385	2.024235737	2.307446476
Tgfbr2	ENSMUSG00000032440.12	chr9	0.593962707	1.509	7.32526178	3.20E-17	1.50E-15	26.65400444	26.4364799	26.63285151	38.74937775	40.68458845	41.84602599
Spatc1	ENSMUSG00000049653.4	chr15	0.961406913	1.947	3.26048279	3.29E-17	1.54E-15	3.853596022	4.170882658	3.883732054	8.072991823	7.766015205	7.522478475
Ccdc115	ENSMUSG00000042111.9	chr1	0.803014435	1.745	4.111539314	3.44E-17	1.61E-15	4.780482353	4.969844197	4.902390835	7.727052935	8.858089822	9.166689251
Lhfp	ENSMUSG00000048332.13	chr3	-0.689015197	0.62	5.102861653	3.48E-17	1.63E-15	8.559456642	7.479147877	8.740405156	5.178097739	5.193963665	5.126380615
Bckdhb	ENSMUSG00000032263.14	chr9	0.587843248	1.503	7.603352366	3.69E-17	1.72E-15	84.09951543	86.99541312	85.89229702	124.4664941	135.8084598	128.9724699
Cdk17	ENSMUSG00000020015.9	chr10	0.807220456	1.75	4.088301038	3.78E-17	1.76E-15	3.337020759	3.310793807	3.392870222	5.67312453	6.362030487	5.667113816
Tnfsf12	ENSMUSG00000097328.7	chr11	-1.457125764	0.364	1.764676068	3.86E-17	1.80E-15	3.800969242	3.123534008	2.707799644	1.236942737	1.420789533	0.862484674
Appl2	ENSMUSG00000020263.14	chr10	-0.658025338	0.634	5.517425532	4.09E-17	1.90E-15	9.670762289	9.302927952	9.179485306	5.670100595	5.965903063	6.343329034
Abi3	ENSMUSG00000018381.15	chr11	0.597347407	1.513	7.043016839	4.55E-17	2.12E-15	22.99412497	25.98511808	26.42674802	35.2476983	42.05454751	37.65508815
Rdh16	ENSMUSG00000069456.4	chr10	1.814413237	3.517	1.226109036	4.71E-17	2.19E-15	0.137221559	0.213497104	0.119973576	0.508118875	0.547522501	0.605306921
Dlg5	ENSMUSG00000021782.14	chr14	-0.66497989	0.631	5.39622004	4.82E-17	2.24E-15	6.304608229	5.566344486	6.287055804	4.224838822	3.784862558	3.539427447
Gk	ENSMUSG00000025059.16	chrX	0.778182515	1.715	4.262065458	4.96E-17	2.30E-15	1.673324797	1.818551424	1.912819415	3.146272402	3.032058035	3.165830027
Itgal	ENSMUSG00000030830.18	chr7	-1.95730034	0.258	0.954744066	4.95E-17	2.30E-15	0.503240587	0.430468956	0.413627446	0.089657703	0.121925529	0.135261335
Glis1	ENSMUSG00000034762.9	chr4	-1.539792022	0.344	1.605139953	5.13E-17	2.37E-15	1.170242016	1.044940164	1.403175958	0.528809382	0.288400287	0.444516792
Loxl3	ENSMUSG00000000693.10	chr6	-0.697289196	0.617	4.958087282	5.14E-17	2.38E-15	8.629756276	7.447156652	8.842820679	5.234385717	5.100418285	5.166476191
B930041F14Rik	ENSMUSG00000074738.2	chr4	-1.21680531	0.43	2.311028296	5.58E-17	2.58E-15	3.089520949	2.723658288	3.734357744	1.17592133	1.660804457	1.294452465
Mrpl46	ENSMUSG00000030612.6	chr7	0.689913587	1.613	5.057095869	5.65E-17	2.61E-15	16.16531177	18.88293814	18.48687424	27.62234871	28.97352848	30.39956757
Clec14a	ENSMUSG00000045930.2	chr12	-1.352358792	0.392	1.975094295	5.99E-17	2.77E-15	1.280411446	1.017126158	1.349820725	0.554411026	0.441137253	0.449084882
